no,effectiveDate,mid,currency
001/A/NBP/2025,01/02/2025,4.1219,USD
002/A/NBP/2025,01/03/2025,4.1512,USD
003/A/NBP/2025,01/07/2025,4.077,USD
004/A/NBP/2025,01/08/2025,4.1335,USD
005/A/NBP/2025,01/09/2025,4.1523,USD
006/A/NBP/2025,01/10/2025,4.1415,USD
007/A/NBP/2025,01/13/2025,4.1904,USD
008/A/NBP/2025,01/14/2025,4.1658,USD
009/A/NBP/2025,01/15/2025,4.133,USD
010/A/NBP/2025,01/16/2025,4.1433,USD
011/A/NBP/2025,01/17/2025,4.1462,USD
012/A/NBP/2025,01/20/2025,4.1321,USD
013/A/NBP/2025,01/21/2025,4.1101,USD
014/A/NBP/2025,01/22/2025,4.0646,USD
015/A/NBP/2025,01/23/2025,4.0515,USD
016/A/NBP/2025,01/24/2025,4.0124,USD
017/A/NBP/2025,01/27/2025,4.021,USD
018/A/NBP/2025,01/28/2025,4.0337,USD
019/A/NBP/2025,01/29/2025,4.0443,USD
020/A/NBP/2025,01/30/2025,4.0393,USD
021/A/NBP/2025,01/31/2025,4.0576,USD
022/A/NBP/2025,02/03/2025,4.1352,USD
023/A/NBP/2025,02/04/2025,4.0864,USD
024/A/NBP/2025,02/05/2025,4.0426,USD
025/A/NBP/2025,02/06/2025,4.0613,USD
026/A/NBP/2025,02/07/2025,4.0321,USD
027/A/NBP/2025,02/10/2025,4.0548,USD
028/A/NBP/2025,02/11/2025,4.0497,USD
029/A/NBP/2025,02/12/2025,4.0215,USD
030/A/NBP/2025,02/13/2025,3.996,USD
031/A/NBP/2025,02/14/2025,3.972,USD
032/A/NBP/2025,02/17/2025,3.9749,USD
033/A/NBP/2025,02/18/2025,3.9729,USD
034/A/NBP/2025,02/19/2025,3.9875,USD
035/A/NBP/2025,02/20/2025,3.9974,USD
036/A/NBP/2025,02/21/2025,3.9835,USD
037/A/NBP/2025,02/24/2025,3.9734,USD
038/A/NBP/2025,02/25/2025,3.947,USD
039/A/NBP/2025,02/26/2025,3.9434,USD
040/A/NBP/2025,02/27/2025,3.9459,USD
041/A/NBP/2025,02/28/2025,3.9993,USD
042/A/NBP/2025,03/03/2025,4.0112,USD
043/A/NBP/2025,03/04/2025,3.9543,USD
044/A/NBP/2025,03/05/2025,3.8785,USD
045/A/NBP/2025,03/06/2025,3.8674,USD
046/A/NBP/2025,03/07/2025,3.8448,USD
047/A/NBP/2025,03/10/2025,3.8573,USD
048/A/NBP/2025,03/11/2025,3.8481,USD
049/A/NBP/2025,03/12/2025,3.8496,USD
050/A/NBP/2025,03/13/2025,3.8568,USD
051/A/NBP/2025,03/14/2025,3.8509,USD
052/A/NBP/2025,03/17/2025,3.8329,USD
053/A/NBP/2025,03/18/2025,3.8152,USD
054/A/NBP/2025,03/19/2025,3.8473,USD
055/A/NBP/2025,03/20/2025,3.8675,USD
056/A/NBP/2025,03/21/2025,3.8774,USD
057/A/NBP/2025,03/24/2025,3.859,USD
058/A/NBP/2025,03/25/2025,3.8578,USD
059/A/NBP/2025,03/26/2025,3.8614,USD
060/A/NBP/2025,03/27/2025,3.8913,USD
061/A/NBP/2025,03/28/2025,3.8817,USD
062/A/NBP/2025,03/31/2025,3.8643,USD
063/A/NBP/2025,04/01/2025,3.8656,USD
064/A/NBP/2025,04/02/2025,3.8707,USD
065/A/NBP/2025,04/03/2025,3.7968,USD
066/A/NBP/2025,04/04/2025,3.856,USD
067/A/NBP/2025,04/07/2025,3.9097,USD
068/A/NBP/2025,04/08/2025,3.927,USD
069/A/NBP/2025,04/09/2025,3.8828,USD
070/A/NBP/2025,04/10/2025,3.8637,USD
071/A/NBP/2025,04/11/2025,3.7606,USD
072/A/NBP/2025,04/14/2025,3.7564,USD
073/A/NBP/2025,04/15/2025,3.7692,USD
074/A/NBP/2025,04/16/2025,3.7851,USD
075/A/NBP/2025,04/17/2025,3.7684,USD
076/A/NBP/2025,04/18/2025,3.7661,USD
077/A/NBP/2025,04/22/2025,3.722,USD
078/A/NBP/2025,04/23/2025,3.7583,USD
079/A/NBP/2025,04/24/2025,3.7599,USD
080/A/NBP/2025,04/25/2025,3.7611,USD
081/A/NBP/2025,04/28/2025,3.7701,USD
082/A/NBP/2025,04/29/2025,3.7458,USD
083/A/NBP/2025,04/30/2025,3.7617,USD
084/A/NBP/2025,05/02/2025,3.7722,USD
085/A/NBP/2025,05/05/2025,3.7752,USD
086/A/NBP/2025,05/06/2025,3.7789,USD
087/A/NBP/2025,05/07/2025,3.7642,USD
088/A/NBP/2025,05/08/2025,3.784,USD
089/A/NBP/2025,05/09/2025,3.7681,USD
090/A/NBP/2025,05/12/2025,3.8011,USD
091/A/NBP/2025,05/13/2025,3.8266,USD
092/A/NBP/2025,05/14/2025,3.7775,USD
093/A/NBP/2025,05/15/2025,3.7804,USD
094/A/NBP/2025,05/16/2025,3.7853,USD
095/A/NBP/2025,05/19/2025,3.8004,USD
096/A/NBP/2025,05/20/2025,3.7747,USD
097/A/NBP/2025,05/21/2025,3.7452,USD
098/A/NBP/2025,05/22/2025,3.7559,USD
099/A/NBP/2025,05/23/2025,3.7506,USD
100/A/NBP/2025,05/26/2025,3.7344,USD
101/A/NBP/2025,05/27/2025,3.743,USD
102/A/NBP/2025,05/28/2025,3.7456,USD
103/A/NBP/2025,05/29/2025,3.7588,USD
104/A/NBP/2025,05/30/2025,3.7537,USD
105/A/NBP/2025,06/02/2025,3.7282,USD
106/A/NBP/2025,06/03/2025,3.7437,USD
107/A/NBP/2025,06/04/2025,3.7525,USD
108/A/NBP/2025,06/05/2025,3.7495,USD
109/A/NBP/2025,06/06/2025,3.7565,USD
110/A/NBP/2025,06/09/2025,3.7427,USD
111/A/NBP/2025,06/10/2025,3.7352,USD
112/A/NBP/2025,06/11/2025,3.7306,USD
113/A/NBP/2025,06/12/2025,3.6929,USD
114/A/NBP/2025,06/13/2025,3.7056,USD
115/A/NBP/2025,06/16/2025,3.6804,USD
116/A/NBP/2025,06/17/2025,3.7005,USD
117/A/NBP/2025,06/18/2025,3.7137,USD
118/A/NBP/2025,06/20/2025,3.7067,USD
119/A/NBP/2025,06/23/2025,3.7212,USD
120/A/NBP/2025,06/24/2025,3.6753,USD
121/A/NBP/2025,06/25/2025,3.659,USD
122/A/NBP/2025,06/26/2025,3.6222,USD
123/A/NBP/2025,06/27/2025,3.6177,USD
124/A/NBP/2025,06/30/2025,3.6164,USD
125/A/NBP/2025,07/01/2025,3.593,USD
126/A/NBP/2025,07/02/2025,3.609,USD
127/A/NBP/2025,07/03/2025,3.6137,USD
128/A/NBP/2025,07/04/2025,3.6108,USD
129/A/NBP/2025,07/07/2025,3.6269,USD
130/A/NBP/2025,07/08/2025,3.6135,USD
131/A/NBP/2025,07/09/2025,3.6198,USD
132/A/NBP/2025,07/10/2025,3.6209,USD
133/A/NBP/2025,07/11/2025,3.6432,USD
134/A/NBP/2025,07/14/2025,3.6475,USD
135/A/NBP/2025,07/15/2025,3.6396,USD
136/A/NBP/2025,07/16/2025,3.6631,USD
137/A/NBP/2025,07/17/2025,3.6686,USD
138/A/NBP/2025,07/18/2025,3.6535,USD
139/A/NBP/2025,07/21/2025,3.6455,USD
140/A/NBP/2025,07/22/2025,3.6353,USD
141/A/NBP/2025,07/23/2025,3.626,USD
142/A/NBP/2025,07/24/2025,3.6158,USD
143/A/NBP/2025,07/25/2025,3.6228,USD
144/A/NBP/2025,07/28/2025,3.6446,USD
145/A/NBP/2025,07/29/2025,3.6941,USD
146/A/NBP/2025,07/30/2025,3.6981,USD
147/A/NBP/2025,07/31/2025,3.7257,USD
148/A/NBP/2025,08/01/2025,3.7536,USD
149/A/NBP/2025,08/04/2025,3.6977,USD
150/A/NBP/2025,08/05/2025,3.7066,USD
151/A/NBP/2025,08/06/2025,3.6994,USD
152/A/NBP/2025,08/07/2025,3.6477,USD
153/A/NBP/2025,08/08/2025,3.6577,USD
154/A/NBP/2025,08/11/2025,3.6495,USD
155/A/NBP/2025,08/12/2025,3.6702,USD
156/A/NBP/2025,08/13/2025,3.6353,USD
157/A/NBP/2025,08/14/2025,3.6542,USD
158/A/NBP/2025,08/18/2025,3.6434,USD
159/A/NBP/2025,08/19/2025,3.6332,USD
160/A/NBP/2025,08/20/2025,3.654,USD
161/A/NBP/2025,08/21/2025,3.6483,USD
162/A/NBP/2025,08/22/2025,3.6786,USD
163/A/NBP/2025,08/25/2025,3.6421,USD
164/A/NBP/2025,08/26/2025,3.6716,USD
165/A/NBP/2025,08/27/2025,3.6793,USD
166/A/NBP/2025,08/28/2025,3.6658,USD
167/A/NBP/2025,08/29/2025,3.6559,USD
168/A/NBP/2025,09/01/2025,3.6278,USD
169/A/NBP/2025,09/02/2025,3.6626,USD
170/A/NBP/2025,09/03/2025,3.6538,USD
171/A/NBP/2025,09/04/2025,3.6501,USD
172/A/NBP/2025,09/05/2025,3.6357,USD
173/A/NBP/2025,09/08/2025,3.6214,USD
174/A/NBP/2025,09/09/2025,3.6173,USD
175/A/NBP/2025,09/10/2025,3.6414,USD
176/A/NBP/2025,09/11/2025,3.6459,USD
177/A/NBP/2025,09/12/2025,3.635,USD
178/A/NBP/2025,09/15/2025,3.6188,USD
179/A/NBP/2025,09/16/2025,3.6034,USD
180/A/NBP/2025,09/17/2025,3.5919,USD
181/A/NBP/2025,09/18/2025,3.5986,USD
182/A/NBP/2025,09/19/2025,3.6278,USD
183/A/NBP/2025,09/22/2025,3.6255,USD
184/A/NBP/2025,09/23/2025,3.605,USD
185/A/NBP/2025,09/24/2025,3.6254,USD
186/A/NBP/2025,09/25/2025,3.6295,USD
187/A/NBP/2025,09/26/2025,3.6528,USD
188/A/NBP/2025,09/29/2025,3.6411,USD
189/A/NBP/2025,09/30/2025,3.6315,USD
190/A/NBP/2025,10/01/2025,3.6245,USD
191/A/NBP/2025,10/02/2025,3.621,USD
192/A/NBP/2025,10/03/2025,3.6253,USD
193/A/NBP/2025,10/06/2025,3.6446,USD
194/A/NBP/2025,10/07/2025,3.6481,USD
195/A/NBP/2025,10/08/2025,3.6619,USD
196/A/NBP/2025,10/09/2025,3.6659,USD
197/A/NBP/2025,10/10/2025,3.6778,USD
198/A/NBP/2025,10/13/2025,3.6763,USD
199/A/NBP/2025,10/14/2025,3.6897,USD
200/A/NBP/2025,10/15/2025,3.6585,USD
201/A/NBP/2025,10/16/2025,3.6467,USD
202/A/NBP/2025,10/17/2025,3.6388,USD
203/A/NBP/2025,10/20/2025,3.6349,USD
204/A/NBP/2025,10/21/2025,3.6479,USD
205/A/NBP/2025,10/22/2025,3.6591,USD
206/A/NBP/2025,10/23/2025,3.6519,USD
207/A/NBP/2025,10/24/2025,3.6481,USD
208/A/NBP/2025,10/27/2025,3.6395,USD
209/A/NBP/2025,10/28/2025,3.6327,USD
210/A/NBP/2025,10/29/2025,3.6399,USD
211/A/NBP/2025,10/30/2025,3.652,USD
212/A/NBP/2025,10/31/2025,3.6751,USD
213/A/NBP/2025,11/03/2025,3.6933,USD
214/A/NBP/2025,11/04/2025,3.7019,USD
215/A/NBP/2025,11/05/2025,3.7091,USD
216/A/NBP/2025,11/06/2025,3.6971,USD
217/A/NBP/2025,11/07/2025,3.6818,USD
218/A/NBP/2025,11/10/2025,3.661,USD
219/A/NBP/2025,11/12/2025,3.657,USD
220/A/NBP/2025,11/13/2025,3.6417,USD
221/A/NBP/2025,11/14/2025,3.6376,USD
222/A/NBP/2025,11/17/2025,3.64,USD
223/A/NBP/2025,11/18/2025,3.6525,USD
224/A/NBP/2025,11/19/2025,3.6656,USD
225/A/NBP/2025,11/20/2025,3.6684,USD
226/A/NBP/2025,11/21/2025,3.6868,USD
227/A/NBP/2025,11/24/2025,3.6726,USD
228/A/NBP/2025,11/25/2025,3.6675,USD
229/A/NBP/2025,11/26/2025,3.6578,USD
230/A/NBP/2025,11/27/2025,3.651,USD
231/A/NBP/2025,11/28/2025,3.6624,USD
232/A/NBP/2025,12/01/2025,3.6383,USD
233/A/NBP/2025,12/02/2025,3.6512,USD
234/A/NBP/2025,12/03/2025,3.6333,USD
235/A/NBP/2025,12/04/2025,3.6221,USD
236/A/NBP/2025,12/05/2025,3.6313,USD
237/A/NBP/2025,12/08/2025,3.63,USD
238/A/NBP/2025,12/09/2025,3.6336,USD
239/A/NBP/2025,12/10/2025,3.6329,USD
240/A/NBP/2025,12/11/2025,3.6132,USD
241/A/NBP/2025,12/12/2025,3.6027,USD
242/A/NBP/2025,12/15/2025,3.5928,USD
243/A/NBP/2025,12/16/2025,3.593,USD
244/A/NBP/2025,12/17/2025,3.5976,USD
245/A/NBP/2025,12/18/2025,3.5893,USD
246/A/NBP/2025,12/19/2025,3.5941,USD
247/A/NBP/2025,12/22/2025,3.5904,USD
248/A/NBP/2025,12/23/2025,3.5848,USD
249/A/NBP/2025,12/29/2025,3.5898,USD
250/A/NBP/2025,12/30/2025,3.5936,USD
251/A/NBP/2025,12/31/2025,3.6016,USD
001/A/NBP/2025,01/02/2025,4.2668,EUR
002/A/NBP/2025,01/03/2025,4.2718,EUR
003/A/NBP/2025,01/07/2025,4.2515,EUR
004/A/NBP/2025,01/08/2025,4.2656,EUR
005/A/NBP/2025,01/09/2025,4.2794,EUR
006/A/NBP/2025,01/10/2025,4.2657,EUR
007/A/NBP/2025,01/13/2025,4.2715,EUR
008/A/NBP/2025,01/14/2025,4.2737,EUR
009/A/NBP/2025,01/15/2025,4.2611,EUR
010/A/NBP/2025,01/16/2025,4.262,EUR
011/A/NBP/2025,01/17/2025,4.2691,EUR
012/A/NBP/2025,01/20/2025,4.2587,EUR
013/A/NBP/2025,01/21/2025,4.2554,EUR
014/A/NBP/2025,01/22/2025,4.2461,EUR
015/A/NBP/2025,01/23/2025,4.2182,EUR
016/A/NBP/2025,01/24/2025,4.21,EUR
017/A/NBP/2025,01/27/2025,4.2176,EUR
018/A/NBP/2025,01/28/2025,4.2092,EUR
019/A/NBP/2025,01/29/2025,4.2077,EUR
020/A/NBP/2025,01/30/2025,4.2039,EUR
021/A/NBP/2025,01/31/2025,4.213,EUR
022/A/NBP/2025,02/03/2025,4.2305,EUR
023/A/NBP/2025,02/04/2025,4.2249,EUR
024/A/NBP/2025,02/05/2025,4.2059,EUR
025/A/NBP/2025,02/06/2025,4.2073,EUR
026/A/NBP/2025,02/07/2025,4.1898,EUR
027/A/NBP/2025,02/10/2025,4.1872,EUR
028/A/NBP/2025,02/11/2025,4.1783,EUR
029/A/NBP/2025,02/12/2025,4.1721,EUR
030/A/NBP/2025,02/13/2025,4.1652,EUR
031/A/NBP/2025,02/14/2025,4.1632,EUR
032/A/NBP/2025,02/17/2025,4.1635,EUR
033/A/NBP/2025,02/18/2025,4.1574,EUR
034/A/NBP/2025,02/19/2025,4.1582,EUR
035/A/NBP/2025,02/20/2025,4.1723,EUR
036/A/NBP/2025,02/21/2025,4.1705,EUR
037/A/NBP/2025,02/24/2025,4.1609,EUR
038/A/NBP/2025,02/25/2025,4.1339,EUR
039/A/NBP/2025,02/26/2025,4.1394,EUR
040/A/NBP/2025,02/27/2025,4.1371,EUR
041/A/NBP/2025,02/28/2025,4.1575,EUR
042/A/NBP/2025,03/03/2025,4.1827,EUR
043/A/NBP/2025,03/04/2025,4.1568,EUR
044/A/NBP/2025,03/05/2025,4.1545,EUR
045/A/NBP/2025,03/06/2025,4.1766,EUR
046/A/NBP/2025,03/07/2025,4.176,EUR
047/A/NBP/2025,03/10/2025,4.1857,EUR
048/A/NBP/2025,03/11/2025,4.1977,EUR
049/A/NBP/2025,03/12/2025,4.2017,EUR
050/A/NBP/2025,03/13/2025,4.196,EUR
051/A/NBP/2025,03/14/2025,4.179,EUR
052/A/NBP/2025,03/17/2025,4.1777,EUR
053/A/NBP/2025,03/18/2025,4.1776,EUR
054/A/NBP/2025,03/19/2025,4.1945,EUR
055/A/NBP/2025,03/20/2025,4.1972,EUR
056/A/NBP/2025,03/21/2025,4.1979,EUR
057/A/NBP/2025,03/24/2025,4.1832,EUR
058/A/NBP/2025,03/25/2025,4.1664,EUR
059/A/NBP/2025,03/26/2025,4.1686,EUR
060/A/NBP/2025,03/27/2025,4.1913,EUR
061/A/NBP/2025,03/28/2025,4.1819,EUR
062/A/NBP/2025,03/31/2025,4.1839,EUR
063/A/NBP/2025,04/01/2025,4.1818,EUR
064/A/NBP/2025,04/02/2025,4.1794,EUR
065/A/NBP/2025,04/03/2025,4.1791,EUR
066/A/NBP/2025,04/04/2025,4.2403,EUR
067/A/NBP/2025,04/07/2025,4.2975,EUR
068/A/NBP/2025,04/08/2025,4.2946,EUR
069/A/NBP/2025,04/09/2025,4.2818,EUR
070/A/NBP/2025,04/10/2025,4.2644,EUR
071/A/NBP/2025,04/11/2025,4.2972,EUR
072/A/NBP/2025,04/14/2025,4.2776,EUR
073/A/NBP/2025,04/15/2025,4.2767,EUR
074/A/NBP/2025,04/16/2025,4.3033,EUR
075/A/NBP/2025,04/17/2025,4.2879,EUR
076/A/NBP/2025,04/18/2025,4.2823,EUR
077/A/NBP/2025,04/22/2025,4.2801,EUR
078/A/NBP/2025,04/23/2025,4.2893,EUR
079/A/NBP/2025,04/24/2025,4.2789,EUR
080/A/NBP/2025,04/25/2025,4.2688,EUR
081/A/NBP/2025,04/28/2025,4.2766,EUR
082/A/NBP/2025,04/29/2025,4.2646,EUR
083/A/NBP/2025,04/30/2025,4.2778,EUR
084/A/NBP/2025,05/02/2025,4.275,EUR
085/A/NBP/2025,05/05/2025,4.276,EUR
086/A/NBP/2025,05/06/2025,4.2806,EUR
087/A/NBP/2025,05/07/2025,4.2757,EUR
088/A/NBP/2025,05/08/2025,4.2714,EUR
089/A/NBP/2025,05/09/2025,4.2414,EUR
090/A/NBP/2025,05/12/2025,4.2337,EUR
091/A/NBP/2025,05/13/2025,4.2525,EUR
092/A/NBP/2025,05/14/2025,4.2455,EUR
093/A/NBP/2025,05/15/2025,4.2378,EUR
094/A/NBP/2025,05/16/2025,4.2392,EUR
095/A/NBP/2025,05/19/2025,4.2785,EUR
096/A/NBP/2025,05/20/2025,4.2497,EUR
097/A/NBP/2025,05/21/2025,4.2403,EUR
098/A/NBP/2025,05/22/2025,4.2447,EUR
099/A/NBP/2025,05/23/2025,4.2541,EUR
100/A/NBP/2025,05/26/2025,4.2514,EUR
101/A/NBP/2025,05/27/2025,4.2479,EUR
102/A/NBP/2025,05/28/2025,4.2447,EUR
103/A/NBP/2025,05/29/2025,4.2369,EUR
104/A/NBP/2025,05/30/2025,4.2507,EUR
105/A/NBP/2025,06/02/2025,4.2578,EUR
106/A/NBP/2025,06/03/2025,4.2721,EUR
107/A/NBP/2025,06/04/2025,4.2778,EUR
108/A/NBP/2025,06/05/2025,4.2791,EUR
109/A/NBP/2025,06/06/2025,4.2881,EUR
110/A/NBP/2025,06/09/2025,4.2772,EUR
111/A/NBP/2025,06/10/2025,4.2611,EUR
112/A/NBP/2025,06/11/2025,4.2643,EUR
113/A/NBP/2025,06/12/2025,4.2631,EUR
114/A/NBP/2025,06/13/2025,4.272,EUR
115/A/NBP/2025,06/16/2025,4.2612,EUR
116/A/NBP/2025,06/17/2025,4.275,EUR
117/A/NBP/2025,06/18/2025,4.2717,EUR
118/A/NBP/2025,06/20/2025,4.2709,EUR
119/A/NBP/2025,06/23/2025,4.2727,EUR
120/A/NBP/2025,06/24/2025,4.2604,EUR
121/A/NBP/2025,06/25/2025,4.2479,EUR
122/A/NBP/2025,06/26/2025,4.2479,EUR
123/A/NBP/2025,06/27/2025,4.2362,EUR
124/A/NBP/2025,06/30/2025,4.2419,EUR
125/A/NBP/2025,07/01/2025,4.2415,EUR
126/A/NBP/2025,07/02/2025,4.25,EUR
127/A/NBP/2025,07/03/2025,4.2634,EUR
128/A/NBP/2025,07/04/2025,4.2515,EUR
129/A/NBP/2025,07/07/2025,4.2524,EUR
130/A/NBP/2025,07/08/2025,4.2455,EUR
131/A/NBP/2025,07/09/2025,4.2399,EUR
132/A/NBP/2025,07/10/2025,4.2464,EUR
133/A/NBP/2025,07/11/2025,4.2563,EUR
134/A/NBP/2025,07/14/2025,4.2614,EUR
135/A/NBP/2025,07/15/2025,4.2538,EUR
136/A/NBP/2025,07/16/2025,4.2585,EUR
137/A/NBP/2025,07/17/2025,4.2559,EUR
138/A/NBP/2025,07/18/2025,4.2509,EUR
139/A/NBP/2025,07/21/2025,4.2445,EUR
140/A/NBP/2025,07/22/2025,4.2531,EUR
141/A/NBP/2025,07/23/2025,4.2544,EUR
142/A/NBP/2025,07/24/2025,4.2514,EUR
143/A/NBP/2025,07/25/2025,4.2544,EUR
144/A/NBP/2025,07/28/2025,4.2565,EUR
145/A/NBP/2025,07/29/2025,4.2737,EUR
146/A/NBP/2025,07/30/2025,4.2732,EUR
147/A/NBP/2025,07/31/2025,4.2661,EUR
148/A/NBP/2025,08/01/2025,4.2813,EUR
149/A/NBP/2025,08/04/2025,4.2734,EUR
150/A/NBP/2025,08/05/2025,4.2763,EUR
151/A/NBP/2025,08/06/2025,4.282,EUR
152/A/NBP/2025,08/07/2025,4.2618,EUR
153/A/NBP/2025,08/08/2025,4.2566,EUR
154/A/NBP/2025,08/11/2025,4.2533,EUR
155/A/NBP/2025,08/12/2025,4.2626,EUR
156/A/NBP/2025,08/13/2025,4.2586,EUR
157/A/NBP/2025,08/14/2025,4.2639,EUR
158/A/NBP/2025,08/18/2025,4.2558,EUR
159/A/NBP/2025,08/19/2025,4.242,EUR
160/A/NBP/2025,08/20/2025,4.2524,EUR
161/A/NBP/2025,08/21/2025,4.2521,EUR
162/A/NBP/2025,08/22/2025,4.267,EUR
163/A/NBP/2025,08/25/2025,4.2627,EUR
164/A/NBP/2025,08/26/2025,4.2657,EUR
165/A/NBP/2025,08/27/2025,4.2639,EUR
166/A/NBP/2025,08/28/2025,4.2681,EUR
167/A/NBP/2025,08/29/2025,4.2684,EUR
168/A/NBP/2025,09/01/2025,4.2574,EUR
169/A/NBP/2025,09/02/2025,4.2651,EUR
170/A/NBP/2025,09/03/2025,4.2589,EUR
171/A/NBP/2025,09/04/2025,4.2553,EUR
172/A/NBP/2025,09/05/2025,4.2476,EUR
173/A/NBP/2025,09/08/2025,4.2484,EUR
174/A/NBP/2025,09/09/2025,4.254,EUR
175/A/NBP/2025,09/10/2025,4.2604,EUR
176/A/NBP/2025,09/11/2025,4.2626,EUR
177/A/NBP/2025,09/12/2025,4.2593,EUR
178/A/NBP/2025,09/15/2025,4.2476,EUR
179/A/NBP/2025,09/16/2025,4.2504,EUR
180/A/NBP/2025,09/17/2025,4.2559,EUR
181/A/NBP/2025,09/18/2025,4.2564,EUR
182/A/NBP/2025,09/19/2025,4.2666,EUR
183/A/NBP/2025,09/22/2025,4.2645,EUR
184/A/NBP/2025,09/23/2025,4.2552,EUR
185/A/NBP/2025,09/24/2025,4.2676,EUR
186/A/NBP/2025,09/25/2025,4.2619,EUR
187/A/NBP/2025,09/26/2025,4.2668,EUR
188/A/NBP/2025,09/29/2025,4.2688,EUR
189/A/NBP/2025,09/30/2025,4.2692,EUR
190/A/NBP/2025,10/01/2025,4.2586,EUR
191/A/NBP/2025,10/02/2025,4.256,EUR
192/A/NBP/2025,10/03/2025,4.2559,EUR
193/A/NBP/2025,10/06/2025,4.2521,EUR
194/A/NBP/2025,10/07/2025,4.2559,EUR
195/A/NBP/2025,10/08/2025,4.2533,EUR
196/A/NBP/2025,10/09/2025,4.2569,EUR
197/A/NBP/2025,10/10/2025,4.2583,EUR
198/A/NBP/2025,10/13/2025,4.2592,EUR
199/A/NBP/2025,10/14/2025,4.2645,EUR
200/A/NBP/2025,10/15/2025,4.2556,EUR
201/A/NBP/2025,10/16/2025,4.2517,EUR
202/A/NBP/2025,10/17/2025,4.2565,EUR
203/A/NBP/2025,10/20/2025,4.2396,EUR
204/A/NBP/2025,10/21/2025,4.2392,EUR
205/A/NBP/2025,10/22/2025,4.2438,EUR
206/A/NBP/2025,10/23/2025,4.2347,EUR
207/A/NBP/2025,10/24/2025,4.2353,EUR
208/A/NBP/2025,10/27/2025,4.2353,EUR
209/A/NBP/2025,10/28/2025,4.2345,EUR
210/A/NBP/2025,10/29/2025,4.2374,EUR
211/A/NBP/2025,10/30/2025,4.2425,EUR
212/A/NBP/2025,10/31/2025,4.2543,EUR
213/A/NBP/2025,11/03/2025,4.2527,EUR
214/A/NBP/2025,11/04/2025,4.2575,EUR
215/A/NBP/2025,11/05/2025,4.2597,EUR
216/A/NBP/2025,11/06/2025,4.2566,EUR
217/A/NBP/2025,11/07/2025,4.2483,EUR
218/A/NBP/2025,11/10/2025,4.2351,EUR
219/A/NBP/2025,11/12/2025,4.2312,EUR
220/A/NBP/2025,11/13/2025,4.2304,EUR
221/A/NBP/2025,11/14/2025,4.2274,EUR
222/A/NBP/2025,11/17/2025,4.2231,EUR
223/A/NBP/2025,11/18/2025,4.2331,EUR
224/A/NBP/2025,11/19/2025,4.2424,EUR
225/A/NBP/2025,11/20/2025,4.2289,EUR
226/A/NBP/2025,11/21/2025,4.2489,EUR
227/A/NBP/2025,11/24/2025,4.2345,EUR
228/A/NBP/2025,11/25/2025,4.2301,EUR
229/A/NBP/2025,11/26/2025,4.233,EUR
230/A/NBP/2025,11/27/2025,4.227,EUR
231/A/NBP/2025,11/28/2025,4.2369,EUR
232/A/NBP/2025,12/01/2025,4.2286,EUR
233/A/NBP/2025,12/02/2025,4.239,EUR
234/A/NBP/2025,12/03/2025,4.2312,EUR
235/A/NBP/2025,12/04/2025,4.2299,EUR
236/A/NBP/2025,12/05/2025,4.2321,EUR
237/A/NBP/2025,12/08/2025,4.2289,EUR
238/A/NBP/2025,12/09/2025,4.234,EUR
239/A/NBP/2025,12/10/2025,4.2274,EUR
240/A/NBP/2025,12/11/2025,4.2284,EUR
241/A/NBP/2025,12/12/2025,4.2271,EUR
242/A/NBP/2025,12/15/2025,4.2192,EUR
243/A/NBP/2025,12/16/2025,4.2239,EUR
244/A/NBP/2025,12/17/2025,4.2149,EUR
245/A/NBP/2025,12/18/2025,4.2076,EUR
246/A/NBP/2025,12/19/2025,4.2094,EUR
247/A/NBP/2025,12/22/2025,4.2115,EUR
248/A/NBP/2025,12/23/2025,4.2274,EUR
249/A/NBP/2025,12/29/2025,4.2274,EUR
250/A/NBP/2025,12/30/2025,4.2293,EUR
251/A/NBP/2025,12/31/2025,4.2267,EUR
001/A/NBP/2025,01/02/2025,4.5554,CHF
002/A/NBP/2025,01/03/2025,4.5658,CHF
003/A/NBP/2025,01/07/2025,4.5097,CHF
004/A/NBP/2025,01/08/2025,4.533,CHF
005/A/NBP/2025,01/09/2025,4.5555,CHF
006/A/NBP/2025,01/10/2025,4.5341,CHF
007/A/NBP/2025,01/13/2025,4.5699,CHF
008/A/NBP/2025,01/14/2025,4.5477,CHF
009/A/NBP/2025,01/15/2025,4.5331,CHF
010/A/NBP/2025,01/16/2025,4.5476,CHF
011/A/NBP/2025,01/17/2025,4.5503,CHF
